;original_title;budget;popularity;release_date;revenue;clear_genres
4277;Der letzte Mann;0;3.553763;1924-12-23;0.0;Drama
4278;The Man Who Shot Liberty Valance;3200000;6.641827;1962-04-22;8000000.0;Western
4279;Salvador;4500000;4.714357;1986-04-23;0.0;Drama
4280;September;0;2.724242;1987-01-01;0.0;Drama
4281;Shadows and Fog;14000000;8.678022;1991-12-05;2735731.0;Thriller, Comedy
4282;Something Wild;0;4.737529;1986-11-07;8362969.0;Action, Comedy, Drama, Romance
4283;The Sons of Katie Elder;0;5.190094;1965-12-26;0.0;Western
4284;The Thing with Two Heads;0;2.025217;1972-07-19;0.0;Comedy, Horror, Science Fiction
4285;Village of the Giants;0;0.6148;1965-10-20;0.0;Science Fiction
4286;X: The Man with the X-Ray Eyes;0;4.259969;1963-09-18;0.0;Horror, Science Fiction, Thriller
4287;Nice Dreams;0;11.389252;1981-07-24;0.0;Comedy
4288;The Day the Earth Caught Fire;0;3.150237;1961-11-01;0.0;Science Fiction, Drama
4289;Quella villa accanto al cimitero;0;4.510407;1981-08-14;0.0;Horror
4290;Things Are Tough All Over;0;9.442756;1982-08-04;21134374.0;Action, Comedy
4291;All That Heaven Allows;0;3.922641;1955-12-25;3100000.0;Drama, Romance
4292;The Barefoot Contessa;0;6.730728;1954-01-01;0.0;Mystery, Drama, Romance, Crime
4293;The Blackout;0;1.395025;1997-06-11;0.0;Drama, Mystery, Thriller
4294;Viskningar och rop;0;9.983092;1972-12-21;0.0;Drama
4295;The Entertainer;0;2.678395;1960-07-25;0.0;Drama, Music
4296;Il giardino dei Finzi Contini;0;2.105027;1970-12-04;0.0;Drama
4297;Howling III: The Marsupials;0;5.1189;1987-01-01;0.0;Horror, Comedy, Foreign
4298;Kiss Me Deadly;0;7.224904;1955-05-18;0.0;Drama, Mystery, Thriller
4299;The Lion in Winter;0;7.056355;1968-01-01;0.0;Drama, History
4300;The Misfits;4000000;5.317544;1961-01-01;8200000.0;Drama, Action, Romance
4301;Moby Dick;4500000;4.31583;1956-06-27;10400000.0;Adventure, Drama
4302;Popcorn;0;3.399036;1991-02-01;0.0;Horror
4303;Rembrandt;0;0.281903;1936-11-06;0.0;Drama
4304;Sweet Smell of Success;0;5.196222;1957-06-27;0.0;Drama
4305;Written on the Wind;0;1.949246;1956-12-01;0.0;Drama, Romance
4306;La decima vittima;0;1.188717;1965-12-01;0.0;Comedy, Drama, Science Fiction, Thriller
4307;Oberst Redl;0;1.923855;1985-03-29;0.0;Drama, History
4308;Obsession;0;3.417112;1976-08-01;0.0;Drama, Thriller, Mystery
4309;Suspiria;0;10.050219;1977-02-01;0.0;Horror
4310;精武門;100000;9.523138;1972-03-22;0.0;Drama, Action, Thriller
4311;Christiane F. - Wir Kinder vom Bahnhof Zoo;0;5.64576;1981-04-01;0.0;Drama
4312;唐山大兄;100000;10.486927;1971-10-02;0.0;Action
4313;死亡遊戲;0;9.592019;1978-03-22;0.0;Drama, Action, Thriller, Crime
4314;The Last Dragon;10000000;6.830599;1985-03-22;25754284.0;Action, Adventure, Comedy
4315;Outland;16000000;6.918821;1981-05-22;17374595.0;Science Fiction
4316;猛龍過江;130000;11.116474;1972-06-01;85000000.0;Action, Crime
4317;IMAX - T-Rex: Back to the Cretaceous;0;0.311387;1998-10-23;0.0;Family
4318;Final Fantasy: The Spirits Within;137000000;10.223851;2001-07-02;85131830.0;Adventure, Action, Animation, Fantasy, Science Fiction, Thriller
4319;Legally Blonde;18000000;12.769371;2001-07-13;141774679.0;Comedy
4320;The Score;68000000;14.741992;2001-07-13;71069884.0;Action, Crime, Thriller
4321;Adanggaman;0;0.071765;2000-08-31;28.0;Drama, Foreign
4322;Bully;0;4.877774;2001-06-15;480811.0;Crime, Drama
4323;Jump Tomorrow;0;1.19372;2001-11-09;0.0;Drama, Comedy, Romance
4324;Made;5000000;3.531682;2001-07-13;5476060.0;Action, Comedy, Thriller
4325;Michael Jordan to the Max;0;2.047132;2000-05-05;21268532.0;Documentary
4326;More;0;1.85929;1998-01-01;0.0;Animation, Science Fiction
4327;Thrill Ride: The Science of Fun;0;0.076926;1997-07-11;0.0;Documentary, Adventure
4328;Haunted Castle;0;0.695382;2001-02-23;13651656.0;Animation, Horror, Thriller
4329;All Access: Front Row. Backstage. Live!;0;0.001178;2001-05-20;0.0;
4330;Africa: The Serengeti;0;1.649097;1994-03-31;0.0;Documentary
4331;Alaska: Spirit of the Wild;0;1.246035;1998-09-03;0.0;Documentary
4332;Encounter in the Third Dimension;0;0.060994;1999-03-31;0.0;Documentary
4333;Siegfried & Roy: The Magic Box;0;0.001662;1999-10-01;0.0;Documentary
4334;18 Again!;0;1.555163;1988-04-08;0.0;Fantasy, Comedy
4335;1969;0;2.238458;1988-08-18;5979011.0;Drama, War
4336;The Accidental Tourist;0;4.771107;1988-12-23;0.0;Drama, Romance
4337;The Accused;0;13.028922;1988-10-14;0.0;Drama
4338;Above the Law;7500000;5.283245;1988-04-08;18869631.0;Action, Adventure, Drama, Thriller
4339;The Adventures of Baron Munchausen;46630000;7.753416;1988-12-07;8083123.0;Action, Adventure, Comedy, Fantasy
4340;Apartment Zero;4000000;3.927714;1988-09-30;670774.0;Thriller, Horror, Drama
4341;Appointment with Death;0;10.158324;1988-04-15;960040.0;Thriller, Crime, Mystery, Drama
4342;Ariel;0;3.860491;1988-10-21;0.0;Drama, Crime
4343;Arthur 2: On the Rocks;0;3.611453;1988-07-08;14681192.0;Comedy, Romance
4344;Bad Dreams;4000000;5.296777;1988-04-08;9797098.0;Horror, Thriller
4345;Bat*21;0;9.179655;1988-07-21;3184348.0;Action, Drama, War
4346;Beaches;0;16.179384;1988-12-21;57041866.0;Comedy, Drama
4347;The Beast of War;0;7.021336;1988-09-14;0.0;Drama, War
4348;Big Business;0;3.940139;1988-06-10;0.0;Comedy
4349;Big Top Pee-wee;0;15.227522;1988-07-22;15122000.0;Comedy, Family
4350;Biloxi Blues;20000000;4.619593;1988-03-25;51684798.0;Comedy, Drama, Romance
4351;Bird;0;4.942377;1988-07-01;0.0;Drama, Music
4352;The Blob;19000000;10.874079;1988-08-05;8247943.0;Horror, Science Fiction
4353;The Boost;8000000;0.964399;1988-12-23;784990.0;Drama, Romance
4354;Bright Lights, Big City;0;2.785705;1988-04-01;0.0;Drama
4355;Caddyshack II;0;6.349281;1988-07-22;0.0;Comedy
4356;Camille Claudel 1915;3512454;0.134014;2013-03-13;115860.0;Drama
4357;Casual Sex?;0;1.319188;1988-04-22;12277096.0;Comedy, Romance
4358;Clean and Sober;0;2.821608;1988-08-10;8674093.0;Drama
4359;Cocktail;20000000;9.270831;1988-07-29;171504781.0;Drama, Romance
4360;Colors;6000000;5.529808;1988-04-15;46616067.0;Action, Crime, Drama
4361;Coming to America;39000000;7.830087;1988-06-28;288752301.0;Comedy, Romance
4362;The Couch Trip;0;1.264947;1988-01-15;0.0;Comedy
4363;Criminal Law;0;2.040324;1988-01-01;0.0;Drama, Thriller, Romance
4364;Critters;2000000;10.113807;1986-04-11;13167232.0;Action, Comedy, Horror, Science Fiction, Thriller
4365;Critters 2;4500000;9.97523;1988-04-29;3813293.0;Comedy, Horror, Science Fiction, Thriller
4366;Critters 3;0;5.163739;1991-12-11;0.0;Comedy, Horror, Science Fiction, Thriller
4367;Crossing Delancey;0;2.00871;1988-09-16;16262415.0;Comedy, Drama, Romance
4368;D.O.A.;0;2.793619;1988-03-18;12706478.0;Mystery, Thriller
4369;Dead Heat;5000000;3.201914;1988-05-06;0.0;Action, Comedy, Drama, Horror, Science Fiction, Thriller
4370;The Dead Pool;20000000;7.066395;1988-07-12;0.0;Action, Crime, Thriller
4371;Dirty Rotten Scoundrels;0;6.78824;1988-12-14;42039085.0;Crime, Comedy
4372;Drowning by Numbers;0;2.264156;1988-09-10;0.0;Comedy, Drama
4373;Elvira, Mistress of the Dark;0;5.554398;1988-09-30;5596267.0;Fantasy, Horror, Comedy, Science Fiction
4374;Ernest Saves Christmas;6000000;3.590547;1988-11-11;28202109.0;Comedy, Family
4375;Everybody's All-American;0;4.405975;1988-11-04;0.0;Drama, Romance
4376;Feds;0;3.139282;1988-10-28;3527636.0;Action, Comedy, Family
4377;For Keeps;0;5.410839;1988-01-15;17514553.0;Drama, Family, Romance
4378;Frantic;20000000;8.105859;1988-02-16;17637950.0;Crime, Drama, Mystery, Thriller
4379;Fresh Horses;0;4.782781;1988-11-18;0.0;Drama, Romance
4380;Gorillas in the Mist;22000000;11.978983;1988-09-23;0.0;Drama
4381;The Great Outdoors;24000000;11.666172;1988-06-17;43455230.0;Comedy
4382;Heartbreak Hotel;0;0.732975;1988-09-30;0.0;Comedy, Music
4383;High Spirits;0;5.007836;1988-11-18;7399763.0;Horror, Fantasy, Comedy
4384;Hot to Trot;9000000;1.99161;1988-08-26;6436211.0;Comedy
4385;The House on Carroll Street;0;1.742499;1988-03-04;0.0;Drama
4386;Howling IV: The Original Nightmare;0;1.666704;1988-11-01;0.0;Horror
4387;Imagine: John Lennon;0;1.69806;1988-10-07;0.0;Documentary, Music
4388;Johnny Be Good;0;3.007873;1988-03-22;0.0;Comedy
4389;Lady in White;0;1.19789;1988-04-22;0.0;Horror, Thriller
4390;The Lair of the White Worm;2500000;9.97466;1988-09-14;1189315.0;Comedy, Horror
4391;The Land Before Time;12300000;13.631352;1988-11-18;84460846.0;Animation, Adventure, Family
4392;License to Drive;8000000;9.631158;1988-07-06;22433275.0;Comedy, Family
4393;Little Nikita;0;2.097317;1988-03-17;0.0;Drama, Action, Thriller
4394;Masquerade;0;7.058299;1988-03-11;0.0;Drama, Romance, Mystery, Thriller
4395;The Milagro Beanfield War;0;5.56568;1988-03-18;0.0;Comedy, Drama
4396;Moon Over Parador;20000000;2.044436;1988-09-09;0.0;Action, Comedy, Drama, Romance
4397;Moving;0;2.466853;1988-03-04;0.0;Comedy
4398;My Stepmother is an Alien;20000000;6.493525;1988-12-09;13854000.0;Comedy, Science Fiction
4399;A Night in the Life of Jimmy Reardon;0;1.355189;1988-07-21;6264058.0;Drama, Romance
4400;Off Limits;12000000;11.516965;1988-03-11;7242035.0;Action, Crime, Drama, Mystery, Thriller
4401;Out of Rosenheim;0;5.289632;1987-11-12;3587303.0;Comedy, Drama
4402;Permanent Record;8000000;1.194377;1988-04-22;1893139.0;Drama
4403;Red Heat;29000000;14.25013;1988-06-17;34994648.0;Action, Crime
4404;Return of the Living Dead Part II;6200000;6.606325;1988-01-15;9205924.0;Comedy, Horror
4405;The Return of the Living Dead;4000000;6.258984;1985-05-15;14237000.0;Comedy, Horror
4406;Return to Snowy River;0;0.652283;1988-03-24;0.0;Adventure, Drama, Action, Western, Family
4407;The Man from Snowy River;3500000;3.382894;1982-03-02;20659423.0;Family, Drama, Action, Western, Romance
4408;Rocket Gibraltar;0;0.871303;1988-09-02;187349.0;Drama, Family
4409;Running on Empty;0;4.368078;1988-09-07;2835116.0;Drama
4410;Salome's Last Dance;0;0.654549;1988-05-06;331000.0;Comedy, Drama
4411;Salsa;0;1.659488;1988-07-09;8892589.0;Drama, Music, Romance
4412;Satisfaction;0;1.502936;1988-02-12;8.0;Music, Comedy
4413;The Serpent and the Rainbow;7000000;7.791952;1988-02-05;19595031.0;Horror, Thriller
4414;Shakedown;0;1.596442;1988-05-06;0.0;Action, Adventure, Crime, Drama
4415;Shoot to Kill;0;2.514717;1988-02-12;29300000.0;Action, Adventure, Crime, Thriller
4416;Short Circuit 2;0;7.34677;1988-07-06;21630088.0;Comedy, Family, Science Fiction, Drama
4417;Short Circuit;0;12.171218;1986-05-09;40697761.0;Comedy, Family, Science Fiction
4418;Spoorloos;0;11.096035;1988-10-27;0.0;Horror, Thriller
4419;Stormy Monday;0;5.623518;1988-05-01;1791328.0;Romance, Crime, Drama
4420;Sunset;16000000;1.835663;1988-04-29;4594452.0;Action, Comedy, Crime, Mystery, Thriller
4421;Sweet Hearts Dance;0;0.656215;1988-09-23;3790493.0;Comedy, Drama, Romance
4422;Switching Channels;0;2.100768;1988-03-05;0.0;Comedy
4423;The Telephone;0;0.807818;1988-01-22;0.0;Drama, Comedy
4424;鉄男;0;5.456818;1989-07-01;0.0;Horror, Science Fiction
4425;They Live;4000000;11.292364;1988-11-23;13008928.0;Action, Horror, Science Fiction, Thriller
4426;To Kill a Priest;0;0.239498;1988-01-01;0.0;Drama, Thriller, History
4427;Torch Song Trilogy;0;1.14619;1988-01-01;4865997.0;Comedy, Drama, Romance
4428;Track 29;5000000;1.129645;1988-05-15;0.0;Drama, Mystery
4429;Tucker: The Man and His Dream;0;4.647907;1988-08-12;0.0;Drama
4430;Twins;15000000;5.952494;1988-12-09;216614388.0;Comedy
4431;Vice Versa;0;9.39207;1988-02-25;0.0;Comedy, Fantasy
4432;Watchers;0;2.612373;1988-12-02;0.0;Action, Horror, Science Fiction, Thriller
4433;Waxwork;0;8.575666;1988-06-17;808114.0;Horror, Comedy
4434;Without a Clue;0;4.095908;1988-10-21;0.0;Comedy, Thriller, Crime, Mystery
4435;Young Einstein;0;2.562888;1988-12-15;0.0;Comedy, Science Fiction
4436;Always;31000000;5.443097;1989-12-22;74134790.0;Fantasy, Drama, Romance
4437;American Ninja;1000000;7.314536;1985-08-30;10499694.0;Action, Adventure
4438;American Ninja 2: The Confrontation;0;4.237511;1987-05-01;0.0;Action, Adventure, Drama
4439;American Ninja 3: Blood Hunt;0;2.745571;1989-02-24;0.0;Action, Adventure, Drama
4440;Best of the Best 2;0;13.053072;1993-01-01;6500000.0;Action, Thriller
4441;The Big Picture;5000000;6.69473;1989-09-15;117463.0;Comedy, Drama, Romance
4442;Bill & Ted's Excellent Adventure;10000000;15.109261;1989-02-17;40485039.0;Adventure, Comedy, Science Fiction
4443;Black Rain;30000000;6.973408;1989-09-22;45892212.0;Action, Thriller, Crime
4444;Blaze;0;3.444266;1989-12-15;19131000.0;Drama, Romance
4445;Blind Fury;0;6.617717;1989-08-17;2692037.0;Action, Thriller
4446;Breaking In;0;0.418753;1989-10-13;0.0;Action, Adventure, Comedy
4447;C.H.U.D. II: Bud the Chud;0;4.980211;1989-05-05;0.0;Horror, Comedy, Science Fiction
4448;Casualties of War;22500000;7.435688;1989-08-18;18671317.0;Drama, History, War
4449;Chances Are;0;4.901036;1989-03-10;0.0;Fantasy, Comedy, Science Fiction, Romance
4450;Cookie;0;0.456397;1989-08-23;0.0;Comedy, Crime
4451;Cyborg;500000;8.473602;1989-04-07;10166459.0;Action, Science Fiction
4452;Dad;19000000;2.727017;1989-10-27;19738015.0;Drama, Comedy
4453;Dead Bang;0;1.698895;1989-03-24;8125592.0;Action, Adventure, Drama, Thriller
4454;Disorganized Crime;0;1.249626;1989-04-14;0.0;Action, Comedy
4455;Dream a Little Dream;0;13.592018;1989-03-03;0.0;Fantasy, Comedy, Science Fiction, Romance
4456;The Dream Team;0;4.205858;1989-04-07;28890240.0;Comedy
4457;A Dry White Season;0;2.868585;1989-01-01;0.0;Drama, Mystery
4458;Earth Girls Are Easy;10000000;11.509677;1988-09-08;3916303.0;Music, Comedy, Drama, Romance, Science Fiction
4459;Eddie and the Cruisers II: Eddie Lives!;0;1.591236;1989-01-01;0.0;Drama, Thriller, Music
4460;Eddie and the Cruisers;0;3.756026;1983-09-23;4786789.0;Drama, Music
4461;Enemies: A Love Story;0;4.164446;1989-12-13;7754571.0;Comedy, Drama, Romance
4462;Erik the Viking;0;3.44427;1989-09-22;0.0;Adventure, Fantasy, Comedy
4463;The Experts;0;1.025298;1989-01-13;0.0;Action, Comedy
4464;Family Business;0;4.616517;1989-12-15;12195695.0;Action, Comedy, Crime, Drama, Thriller
4465;Farewell to the King;16000000;1.629224;1989-03-03;2420917.0;War, Adventure
4466;Fat Man and Little Boy;0;8.011566;1989-10-20;0.0;War, Drama, History
4467;The Girl in a Swing;0;0.029194;1988-09-29;0.0;Drama, Thriller
4468;Gleaming the Cube;0;1.511044;1989-01-13;2777280.0;Drama
4469;Going Overboard;0;7.468225;1989-05-11;0.0;Comedy
4470;Great Balls of Fire!;0;3.602521;1989-06-30;0.0;Drama
4471;Gross Anatomy;0;4.506924;1989-10-20;0.0;Comedy, Drama, Romance
4472;Happy Together;0;5.371907;1989-05-04;0.0;Comedy, Romance
4473;Harlem Nights;30000000;9.01086;1989-11-17;60864870.0;Comedy, Crime, Drama
4474;Her Alibi;0;3.005651;1989-02-03;0.0;Comedy, Crime, Mystery, Romance
4475;Homer and Eddie;0;1.027011;1989-08-17;0.0;Drama, Comedy
4476;How to Get Ahead in Advertising;0;4.485466;1989-05-05;0.0;Fantasy, Comedy
4477;Immediate Family;0;0.60641;1989-10-27;0.0;Comedy, Drama
4478;In Country;18;6.329111;1989-09-15;0.0;Drama, Comedy, Romance
4479;An Innocent Man;0;6.505887;1989-10-06;20047604.0;Action, Crime, Drama, Thriller
4480;Jacknife;0;8.158307;1989-03-10;0.0;Drama
4481;The January Man;0;3.064362;1989-01-13;0.0;Crime, Mystery, Thriller
4482;Johnny Handsome;20000000;9.059459;1989-09-12;7237794.0;Crime, Drama
4483;Jésus de Montréal;0;1.602592;1989-05-17;0.0;Drama
4484;K-9;17000000;5.772293;1989-04-28;78247647.0;Action, Comedy, Crime
4485;Kickboxer;1500000;6.939994;1989-04-20;14697005.0;Action, Thriller
4486;Last Exit to Brooklyn;0;2.544973;1989-10-11;0.0;Drama
4487;Lean On Me;0;3.435402;1989-03-03;0.0;Drama
4488;Let It Ride;0;6.657723;1989-08-18;0.0;Comedy
4489;Leviathan;25000000;10.653446;1989-03-17;15704614.0;Adventure, Horror, Action, Thriller, Science Fiction
4490;Little Monsters;7000000;6.256969;1989-08-25;793775.0;Adventure, Fantasy, Comedy, Family
4491;Lock Up;24000000;4.701379;1989-08-04;22099847.0;Action, Adventure, Crime, Drama, Thriller
4492;Look Who's Talking;7500000;5.795045;1989-10-12;296000000.0;Comedy, Romance
4493;Loverboy;0;5.072902;1989-04-28;3960327.0;Comedy, Romance
4494;Major League;11000000;5.304376;1989-02-16;49797148.0;Comedy
4495;Meet the Feebles;750000;3.336298;1989-08-12;0.0;Comedy, Music
4496;Millennium;0;2.742085;1989-08-25;0.0;Mystery, Drama, Science Fiction, Thriller
4497;Miracle Mile;3000000;10.018693;1989-05-19;1145404.0;Romance, Science Fiction, Thriller
4498;Miss Firecracker;0;6.250816;1989-04-28;0.0;Comedy
4499;New York Stories;15000000;9.686985;1989-03-10;0.0;Comedy, Drama, Romance
4500;Next of Kin;12000000;3.801832;1989-10-20;15942628.0;Adventure, Drama, Action, Thriller
4501;No Holds Barred;8000000;0.863547;1989-06-02;16093651.0;Action, Drama
4502;Old Gringo;0;1.582367;1989-10-06;0.0;Action, Drama, Romance
4503;The Package;0;3.721996;1989-08-25;0.0;Action, Adventure, Crime, Drama, Thriller
4504;Parents;0;2.834709;1989-01-27;0.0;Comedy, Drama, Horror
4505;Penn & Teller Get Killed;0;0.004948;1989-09-22;0.0;Comedy, Adventure
4506;Pink Cadillac;0;5.794189;1989-05-26;0.0;Action, Adventure, Comedy, Drama, Romance
4507;The Punisher;9000000;12.597613;1989-10-05;0.0;Action, Thriller
4508;Red Scorpion;16000000;2.549325;1988-12-24;4192440.0;Action, History, War
4509;Jurassic Park III;93000000;0.648867;2001-07-18;368780809.0;Adventure, Action, Thriller, Science Fiction
4510;America's Sweethearts;0;6.468538;2001-07-17;0.0;Comedy, Romance
4511;Brother;12000000;8.134524;2000-09-09;15250000.0;Crime, Drama, Thriller
4512;Ghost World;7000000;5.460971;2001-07-20;0.0;Comedy, Drama
4513;Hedwig and the Angry Inch;0;4.446806;2001-07-20;0.0;Comedy, Music
4514;Planet of the Apes;100000000;17.319836;2001-07-25;362211740.0;Thriller, Science Fiction, Action, Adventure
4515;Pane e Tulipani;0;2.916247;2000-03-03;0.0;Drama, Comedy, Romance
4516;キュア;20000;3.111281;1997-11-06;99000.0;Crime, Horror, Mystery, Thriller
4517;Greenfingers;0;6.618392;2001-07-27;1443067.0;Comedy
4518;Jackpot;400000;0.218588;2001-07-26;43719.0;
4519;The Monkey's Mask;0;0.417273;2000-09-27;0.0;Drama
4520;Wet Hot American Summer;5000000;6.386082;2001-07-27;295206.0;Comedy
4521;Relentless;0;0.349371;1989-08-30;0.0;Mystery, Thriller, Horror, Crime
4522;Renegades;0;1.806334;1989-06-02;0.0;Action, Crime, Thriller
4523;The Return of Swamp Thing;0;2.876656;1989-05-11;192816.0;Horror, Science Fiction
4524;The Return of the Musketeers;0;6.587929;1989-08-24;0.0;Comedy, Action, Adventure
4525;Road House;15000000;2.943427;1989-05-19;30050028.0;Action, Thriller
4526;Romero;0;2.188691;1989-08-25;0.0;Drama, History
4527;Rosalie Goes Shopping;0;0.435777;1989-01-01;0.0;Comedy
4528;Rude Awakening;0;0.453698;1989-08-16;3169719.0;Comedy
4529;Santa sangre;787000;6.813784;1989-05-01;0.0;Fantasy, Horror, Mystery
4530;Scandal;0;2.132858;1989-03-03;8800000.0;Drama, History, Romance
4531;Scenes from the Class Struggle in Beverly Hills;0;0.283289;1989-06-03;0.0;Comedy
4532;Sea of Love;19000000;9.801967;1989-09-15;110879513.0;Drama, Crime, Mystery
4533;See No Evil, Hear No Evil;18000000;17.367336;1989-05-12;46908987.0;Crime, Comedy
4534;She's Out of Control;0;1.685918;1989-04-14;12065892.0;Comedy, Romance
4535;Shirley Valentine;0;1.714899;1989-10-27;0.0;Romance, Comedy, Drama
4536;Shocker;5000000;5.587765;1989-10-27;16554699.0;Thriller, Comedy, Horror
4537;Skin Deep;0;7.519229;1989-03-03;0.0;Romance, Comedy, Drama
4538;Slaves of New York;0;0.684803;1989-03-18;0.0;Drama
4539;Some Girls;0;2.903563;1988-09-09;401421.0;Comedy, Drama, Romance
4540;Stepfather II: Make Room For Daddy;0;11.067992;1989-11-03;1519796.0;Horror, Thriller
4541;The Stepfather;0;4.826581;1987-01-22;0.0;Drama, Horror, Mystery, Thriller
4542;Sweetie;0;0.880755;1989-09-28;0.0;Drama, Comedy
4543;The Tall Guy;0;3.969987;1989-02-01;0.0;Comedy, Romance
4544;Tango & Cash;55000000;7.507261;1989-12-22;63408614.0;Action, Adventure, Comedy
4545;Tap;0;0.879566;1989-02-12;9114702.0;Action, Drama
4546;Three Fugitives;15000000;3.96986;1989-01-27;40590000.0;Comedy
4547;Troop Beverly Hills;0;3.196522;1989-03-22;0.0;Adventure, Comedy, Family
4548;Turner & Hooch;0;12.372038;1989-07-28;71079915.0;Action, Comedy, Thriller, Crime, Family
4549;UHF;5000000;5.039273;1989-07-21;0.0;Comedy
4550;Uncle Buck;15000000;8.13754;1989-08-16;79258538.0;Comedy, Drama, Family
4551;Vampire's Kiss;2000000;3.265426;1988-09-17;725131.0;Comedy, Horror
4552;The War of the Roses;0;5.963782;1989-12-08;0.0;Comedy, Drama, Thriller
4553;Warlock;7000000;11.906872;1989-06-01;0.0;Adventure, Comedy, Fantasy, Horror
4554;The Wizard;6000000;5.763954;1989-12-15;14278900.0;Adventure, Comedy, Drama, Family, Romance
4555;Worth Winning;0;2.350811;1989-10-27;0.0;Comedy, Romance
4556;Warlock: The Armageddon;0;3.905507;1993-05-01;0.0;Fantasy, Horror, Science Fiction
4557;Weekend at Bernie's II;0;7.348632;1993-07-09;0.0;Comedy
4558;Billy Liar;0;3.584709;1963-06-05;0.0;Romance, Comedy, Drama
4559;Black Robe;0;1.730199;1991-09-05;0.0;Adventure, Drama, History
4560;Il gatto a nove code;1000000;4.392321;1971-02-11;0.0;Horror, Mystery, Thriller
4561;The Cotton Club;58000000;9.508061;1984-12-14;25928721.0;Music, Drama, Crime, Romance
4562;Def-Con 4;0;1.064151;1985-03-15;0.0;Horror, Science Fiction, Thriller, Action
4563;The Hotel New Hampshire;7500000;2.895566;1984-03-09;0.0;Comedy, Drama
4564;Idiot Box;0;0.690785;1996-01-01;0.0;Comedy, Drama, Foreign, Thriller
4565;Left Luggage;0;0.444226;1998-03-30;100544.0;Drama
4566;Who'll Stop the Rain;0;1.974018;1978-08-02;0.0;War, Drama, Thriller, Crime, Action
4567;Zorro, The Gay Blade;0;2.852149;1981-07-17;0.0;Western, Action, Comedy, Adventure, Romance
4568;Basket Case;35000;6.631724;1982-04-14;0.0;Comedy, Horror
4569;Orphans;0;2.805298;1998-09-03;49501.0;Comedy, Drama
4570;Original Sin;42000000;9.970359;2001-08-03;35402320.0;Thriller
4571;The Princess Diaries;37000000;7.387171;2001-08-03;165335153.0;Comedy, Family, Romance
4572;Rush Hour 2;90000000;8.345985;2001-08-03;347325802.0;Action, Comedy, Crime, Thriller
4573;Thomas est amoureux;0;0.369046;2000-09-03;0.0;Drama, Comedy, Science Fiction, Romance, Foreign
4574;Chocolat;0;1.046127;1988-05-18;0.0;Drama
4575;Hatari!;0;10.921504;1962-06-19;0.0;Action, Adventure, Comedy
4576;La Cage aux folles;0;3.140011;1978-10-25;20424259.0;Comedy
4577;La Cage aux folles II;0;1.540986;1980-12-10;6950125.0;Comedy
4578;Liebestraum;0;4.198128;1991-09-13;0.0;Horror, Thriller, Mystery, Romance
4579;Marat/Sade;0;0.448733;1967-01-01;0.0;Music, Drama, History
4580;Paint Your Wagon;20000000;10.648872;1969-10-15;31678778.0;Drama, Action, Comedy, Western, Music
4581;The Shootist;0;8.624922;1976-08-11;8091910.0;Action, Adventure, Drama, Western
4582;Theremin: An Electronic Odyssey;0;0.113788;1994-01-29;0.0;Documentary, Music
4583;L'Enfant sauvage;0;3.473672;1970-02-26;0.0;Drama
4584;Altered States;15000000;10.603299;1980-12-25;19853892.0;Mystery, Drama, Fantasy, Science Fiction, Thriller, Horror
4585;Any Which Way You Can;0;6.279562;1980-12-17;70687344.0;Action, Adventure, Comedy
4586;The Awakening;0;1.004992;1980-07-31;0.0;Horror
4587;Bad Timing;0;3.467449;1980-03-02;0.0;Drama, Mystery, Thriller
4588;The Big Brawl;0;3.298877;1980-09-10;0.0;Action, Comedy
4589;American Pie 2;30000000;10.25103;2001-08-10;287553595.0;Comedy, Romance
4590;Osmosis Jones;75000000;6.405831;2001-08-07;13596911.0;Adventure, Animation, Action, Comedy, Family
4591;The Others;0;11.046007;2001-08-02;0.0;Horror, Drama, Mystery, Thriller
4592;American Outlaws;35000000;10.855383;2001-08-17;13678913.0;Action, Western
4593;All Over the Guy;0;7.332279;2001-03-07;1051948.0;Comedy, Romance
4594;The Deep End;3000000;2.541051;2001-01-21;0.0;Drama, Crime, Mystery
4595;On the Edge;7000000;0.544866;2001-08-10;0.0;Drama, Romance
4596;Session 9;1500000;14.242234;2001-08-10;373967.0;Horror, Mystery
4597;The Turandot Project;0;0.001749;2000-09-11;0.0;
4598;Captain Corelli's Mandolin;57000000;9.243715;2001-08-17;62112895.0;Drama, History, Romance
4599;Rat Race;48000000;12.330275;2001-07-30;85498534.0;Adventure, Comedy
4600;Aberdeen;0;0.719865;2000-07-05;0.0;Drama, Comedy, Foreign
4601;Innocence;0;0.453886;2000-09-08;0.0;
4602;Bubble Boy;0;10.295438;2001-08-24;0.0;Adventure, Comedy, Drama, Romance
4603;The Curse of the Jade Scorpion;0;5.739829;2001-08-05;0.0;Comedy, Crime, Mystery, Romance, Thriller
4604;Jay and Silent Bob Strike Back;22000000;11.619446;2001-08-22;33788161.0;Comedy
4605;Ghosts of Mars;28000000;7.058599;2001-08-24;14010832.0;Action, Horror, Science Fiction
4606;Summer Catch;34000000;5.499867;2001-08-22;19693891.0;Drama, Comedy, Romance
4607;An American Rhapsody;0;4.284793;2001-06-22;850225.0;Drama, Family
4608;Happy Accidents;0;9.916094;2000-01-25;688510.0;Comedy, Romance, Science Fiction
4609;Lisa Picard Is Famous;0;0.476406;2000-05-14;0.0;
4610;Maybe Baby;0;2.213463;2000-06-02;0.0;Comedy, Romance
